English,Arabic
narcissism,النرجسية
denham,دنهام
elkins,إلكينز
reciprocate,المعاملة بالمثل
smartphone,الهاتف الذكي
aisles,الممرات
ingmar,إنجمار
yucky,مقزز
ingest,استيعاب
precautionary,احترازي
skint,سكينت
allyson,com.allyson
amita,أميتا
dolt,الأبله
upheld,أيدت
ilse,وإلا
tacks,المسامير
wonky,متزعزع
kronos,كرونوس
franca,فرانكا
down.,تحت.
yoichi,يويتشي
jeffersonian,جيفرسونيان
too.,أيضاً.
dregg,تدريج
sanne,عاقل
dedicating,تكريس
all-new,جديد تمامًا
empowering,تمكين
borscht,البرش حساء خضر روسي
cha-cha-cha,تشا تشا تشا
sustaining,الاستدامة
front-page,الصفحة الأولى
limber,رشيق
lilian,ليليان
i.p.,الملكية الفكرية.
mmmmm,مممممم
teensy,مراهق
snowmobile,عربة الثلج
sonnet,السوناتة
knifed,طعن
avril,أفريل
bicker,متشاحن
substituted,استبدال
wim,ويم
wir,wir
quaker,كويكر
celts,الكلت
beeswax,شمع العسل
wiles,الحيل
crassus,كراسوس
topeka,توبيكا
kasim,قاسم
wladek,wladek
budd,برعم
goofed,أخطأ
shaz,شاز
igloo,كوخ الإسكيمو
brine,محلول ملحي
sayuri,سايوري
hallucinate,هلوسة
peels,القشور
boasts,تفتخر
reeve,ريف
going-,ذاهب-
ania,أنيا
ba-ba,با با
sosa,سوسا
mica,ميكا
consisting,تتكون
sombre,كئيب
gollum,جولوم
kaspar,كاسبار
celina,سيلينا
zwei,zwei
peony,الفاوانيا
augur,يبشر
isla,جزيرة
puri,بوري
crewmen,أفراد الطاقم
organizers,المنظمون
orcs,العفاريت
ejaculation,القذف
streep,ستريب
linds,ليند
jerzy,jerzy
president-elect,الرئيس المنتخب
microwaves,أفران ميكروويف
bough,غصن
brendon,بريندون
dank,رطب
akio,اكيو
underhanded,مخادع
backstreet,باك ستريت
archeology,علم الآثار
enthusiasts,المتحمسين
racy,مفعم بالحيوية
bitsy,bitsy
lts,lts
bedlam,هرج ومرج
quell,قمع
workmanship,صنعة
tri,ثلاثي
middleweight,الوزن المتوسط
jean-louis,جان لويس
libra,برج الميزان
lat,خطوط العرض
erupts,ينفجر
minsk,مينسك
adolph,أدولف
horus,حورس
kouga,كوجا
looms,يلوح في الأفق
reelection,إعادة الانتخاب
kazama,كازاما
dispatches,الإرساليات
sonofabitch,ابن العاهرة
inscriptions,النقوش
abοut,حول
softie,softie
obligatory,إلزامي
skynet,سكاينيت
blum,بلوم
narn,نارن
malin,مالين
keene,كين
tutors,مدرسون
el,ش
raúl,راؤول
copacabana,كوباكابانا
transgression,تجاوز
ota,أوتا
calorie,السعرات الحرارية
prodigious,مذهل
libyan,libyan
tawdry,مبهرج
nuys,نويس
boyish,صبياني
sugary,سكرية
non-negotiable,غير قابل للتفاوض
goode,جود
herto,هيرتو
indictments,لوائح الاتهام
secnav,com.secnav
crosshairs,هدف
lagina,لاجينا
cannoli,كانولي
editor-in-chief,رئيس التحرير
substitution,الاستبدال
whooo,ووو
chippy,تشيبي
azusa,أزوسا
seabiscuit,بسكويت البحر
s-he,هي
saba,سابا
megha,ميجا
desecrated,تدنس
merman,حورية البحر
summed,لخص
baller,baller
mille,ميل
restructuring,إعادة الهيكلة
outpatient,العيادات الخارجية
fundamentalist,أصولي
chitty,تشيتي
blemish,عيب
hayato,هاياتو
sokka,سوكا
u.s.s.,الولايات المتحدة.
thawed,إذابة
hein,هين
amiable,ودي
simplistic,مبسط
dissolution,الحل
iab,iab
kenyon,كينيون
salons,صالونات
permitting,السماح
wher,أين
tolly,تكلفة
amrita,أمريتا
bothersome,مزعج
joust,ناظر
pangs,آلام
yama,ياما
hume,هيوم
cyborgs,سايبورغ
work-related,المتعلقة بالعمل
itty-bitty,itty-bitty
rafts,الطوافات
uninterrupted,دون انقطاع
asif,عاصف
delve,الخوض
in.,في.
sages,حكماء
miscalculated,أخطأت في الحساب
self-loathing,كراهية الذات
laine,لين
sublet,تأجير من الباطن
good-natured,حسن النية
kn,كن
hooter,البوق
diggers,الحفارين
yasu,ياسو
deduced,استنتج
sssh,sssh
dreamz,دريمز
mom-,أم-
co-operative,تعاونية
taut,مشدود
chins,الذقن
piet,بيت
chand,تشاند
deutsch,الألمانية
i.r.s.,i.r.s.
will,سوف
distort,تشويه
caving,رضوخ
veneration,تبجيل
kees,كيز
susi,سوسي
belson,بيلسون
frugal,مقتصد
claret,كلاريت
potted,بوعاء
morita,موريتا
elia,إيليا
pâté,باتيه
mikkel,ميكيل
drive-through,الشراء من السيارة
penetrates,يخترق
dais,منصة
nincompoop,مغفل
pullin,pullin
bwana,bwana
griggs,غريغز
cookery,فن الطبخ
siddhartha,سيدهارتا
oishi,oishi
oppressors,الظالمين
bidet,بيديت
javed,جافيد
alisa,أليسا
auburn,بني محمر
mikami,ميكامي
sneer,سخرية
misspelled,خطأ إملائي
timberlake,تمبرليك
rpm,دورة في الدقيقة
loca,loca
stratosphere,الستراتوسفير
doj,دوج
vowel,حرف علة
bigtime,com.bigtime
psychosomatic,نفسية جسدية
aruba,أروبا
mull,مول
ivf,التلقيح الاصطناعي
thunderstorms,العواصف الرعدية
dozing,الغفوة
dell,ديل
u.s,نحن
pon,بون
lora,لورا
cultivation,زراعة
sartre,سارتر
rolly,رولي
apothecary,صيدلية
jordy,جوردي
phat,فات
chee,تشي
lyre,قيثارة
ryker,ryker
duplicates,التكرارات
three-month,ثلاثة أشهر
garber,جاربر
dregs,الثمالة
mean.,يقصد.
2o,2O
alteration,تغيير
unzips,يفك الضغط
anthill,عش النمل
embody,تجسيد
uncivilized,غير متحضر
night-time,وقت الليل
segregated,منفصل
bijou,بيجو
jay-z,جاي زي
enos,اينوس
liposuction,شفط الدهون
jaunty,طروب
quran,القرآن
ano,الآن
skit,مسرحية هزلية
quayle,كويل
seneca,سينيكا
menon,مينون
acosta,اكوستا
malevolent,خبيث
hesse,هيس
recognises,يتعرف
husk,قشر
trod,داس
condolence,تعزية
talcum,التلك
normie,نورمي
oat,شوفان نباتة
waning,يتضاءل
latif,لطيف
lidia,ليديا
scampi,سكامبي
nagai,ناجاي
culpa,ذنب
man-eating,أكل الرجل
recep,استقبال
ajit,ajit
neurosurgery,جراحة المخ والأعصاب
offthe,offthe
weightless,عديم الوزن
fjord,المضيق البحري
breakfasts,وجبات الإفطار
dry-cleaning,التنظيف الجاف
materialistic,مادي
second-guess,التخمين الثاني
flirtation,مغازلة
cig,سيجارة
crabb,كراب
ivana,إيفانا
filler,حشو
dogged,عنيد
dietary,غذائي
solids,المواد الصلبة
wooed,استمال
flirts,يغازل
diddy,ديدي
loader,محمل
affiliation,انتساب
costner,كوستنر
good-iooking,حسن المظهر
atrium,الأذين
aforementioned,المذكورة آنفا
sousa,سوزا
amelie,اميلي
ex-military,عسكري سابق
rubens,روبنز
singed,غنى
deductions,الخصومات
t-that,ر-ذلك
limes,الليمون الحامض
richly,غنية
hurtin,ضارين
ruffle,كشكش
shruti,شروتي
convergence,التقارب
frig,الثلاجة
pfc,pfc
comparatively,نسبيا
hurst,هيرست
23-year-old,23 سنة
lapel,طية صدر السترة
dk,dk
mettle,همة
wheelchairs,الكراسي المتحركة
payed,دفعت
strengthens,يقوي
guddu,جودو
leek,كراث
nano,نانو
sau,sau
woohoo,woohoo
ceos,المدير التنفيذي
oka,حسنا
faire,عادل
hamza,همزة
then.,ثم.
lexa,ليكسا
renny,ريني
cooties,cooties
conceptual,المفاهيمي
cp,cp
blends,يمزج
yano,يانو
campo,كامبو
amo,عمو
noh,لا
sways,يتمايل
annals,حوليات
kenan,كنان
associating,ربط
bogdan,بوجدان
janne,جاني
blabber,ثرثرة
nuna,نونا
dingy,قذر
patil,باتيل
zelena,زيلينا
baseman,لاعب قاعدة
deco,ديكو
asahi,اساهي
dialled,تم الاتصال به
screwed-up,ثمل
metaphorical,مجازي
pelts,جلود
inconvenienced,منزعج
mirth,طرب
meanie,القذر الشحيح
oksana,أوكسانا
resolutions,القرارات
lather,رغوة الصابون
irfan,عرفان
detects,يكتشف
katara,كتارا
tio,تيو
agua,أغوا
diminishing,تناقص
soils,التربة
cheong,تشيونغ
leafy,الورقية
caricature,كاريكاتير
calypso,كاليبسو
butterfield,باترفيلد
bumpers,مصدات
ta-ra,تا را
kumiko,كوميكو
cocker,دلل
devine,ديفين
kochi,كوتشي
steakhouse,مطعم لحوم
complicates,يعقد
glade,الفسحة
.i,.أنا
att,أت
strep,بكتيريا
gelato,جيلاتو
nooooo,لا
monde,عالم
int,كثافة العمليات
alek,أليك
majnu,مجنون
montez,مونتيز
rowley,رولي
takagi,تاكاجي
graded,متدرج
bonk,بونك
agendas,جداول الأعمال
elliptical,بيضاوي الشكل
locust,الجراد
breast-feeding,الرضاعة الطبيعية
maul,ضرب
gaunt,هزيلة
dearer,عزيزي
stubs,بذرة
riki,ريكي
directional,اتجاهي
infact,في الحقيقة
subterfuge,حيلة
calibrated,معايرة
distillery,تقطير
transplanted,مزروع
buon,نعمة
fabien,فابيان
recant,متراجع
takeo,تاكيو
handsomest,وسيم
mily2,mily2
self-destruction,التدمير الذاتي
haig,هيج
have,يملك
xxx,xxx
nationally,وطنيا
star-spangled,نجمة متلألئة
prim,أولي
endorphins,الاندورفين
fugue,شرود
baggins,باجينز
fifty-five,خمسة وخمسون
cleve,كليف
hernán,هيرنان
archipelago,أرخبيل
sc,الشوري
isha,العشاء
anon,حالا
kungfu,الكونغفو
nuria,نوريا
barnard,برنارد
trespassers,المتسللين
thirty-one,واحد وثلاثون
bronchitis,التهاب الشعب الهوائية
lasky,لاسكي
high-pressure,الضغط العالي
djs,دي جي
dissecting,تشريح
jakub,جاكوب
fatherless,يتيم
transsexual,متحول جنسيا
corso,كورسو
mountainside,سفح الجبل
gawain,جاوين
trite,تافه
crystalline,بلوري
browser,browser
helplessly,بلا حول ولا قوة
precocious,مبكر النضوج
elyse,إليز
palsy,شلل
salut,تحية
ick,ick
countryman,مواطن
acidity,حموضة
burials,الدفن
african-americans,الأميركيين الأفارقة
mathur,ماثور
misgivings,شكوك
fromm,fromm
simcoe,simcoe
neel,نيل
astoria,أستوريا
funny-looking,مظهر مضحك
biter,عضاض
wilco,wilco
honed,شحذ
fete,احتفال
hypodermic,تحت الجلد
kokoro,kokoro
broadcaster,مذيع
injuns,injuns
valle,فالي
cruella,قاسية
winded,ينضب
unqualified,غير مؤهل
bereft,مجردة
12-hour,12 ساعة
raves,يهذي
dagmar,داغمار
skinny-dipping,غمس نحيل
mv,إم في
alva,ألفا
garrow,جارو
moustaches,شوارب
dependency,التبعية
philosophies,الفلسفات
toyama,توياما
colonoscopy,تنظير القولون
phlegm,البلغم
up-and-coming,القادمة والقادمة
minced,مفروم
pauli,باولي
bigotry,التعصب
kuk,كوك
un-american,غير أمريكي
aback,على حين غرة
midshipman,ضابط البحرية
gogo,جوجو
lorca,لوركا
ramya,راميا
s-so,هذا هو الحال
badshah,بادشاه
yasuko,ياسوكو
motherfuck,موظر
subscribers,المشتركين
gunfighter,مقاتل
featherstone,ريشستون
brooms,المكانس
checker,فاحص
kuala,كوالا
akashi,أكاشي
purrs,خرخرة
mulholland,مولهولاند
fairground,أرض المعارض
foss,فوس
hakan,hakan
horseshoes,حدوات
haa,هاا
azad,ازاد
weldon,ويلدون
shear,قص
televisions,أجهزة التلفاز
coasts,السواحل
gower,غاور
croaked,ملتوي
loc,loc
rocksteady,rocksteady
culver,كولفر
gudrun,جودرون
these-,هؤلاء-
procedural,إجرائي
strasbourg,ستراسبورغ
ff,وما يليها
dolled,دمى
chappie,تشابي
environmentally,بيئيا
fianc,خطيب
redundancy,التكرار
chiffon,الشيفون
enamel,المينا
deniability,الإنكار
aquí,هنا
differs,يختلف
kabuki,كابوكي
suzi,سوزي
gir,فتاة
inuit,إنويت
bundled,المجمعة
ki-tae,كي تاي
eczema,الأكزيما
masala,ماسالا
towne,Towne
predominantly,في الغالب
bonne,بون
joong,joong
jaan,جان
amma,أما
conceit,غرور
librarians,أمناء المكتبات
verdi,فيردي
two-minute,دقيقتين
agos,أجوس
understand-,يفهم-
high-strung,عالية التوتر
encampment,المعسكر
trix,تركس
nagano,ناغانو
woolf,وولف
kojima,كوجيما
investigates,يحقق
guardianship,الوصاية
turpentine,زيت التربنتين
bruiser,الكدمة
pookie,com.pookie
norwegians,النرويجيين
controllers,وحدات تحكم
hyatt,حياة
clamouring,الصراخ
bowery,بوري
mcphee,ماكفي
devours,يلتهم
hovv,hovv
mists,الضباب
mangal,com.mangal
betterment,تحسين
sheltering,إيواء
bedpan,نونية السرير
curzon,com.curzon
fairy-tale,حكاية خيالية
bowden,بودين
holman,هولمان
midair,الجو
cobras,الكوبرا
undignified,غير كريمة
unchanging,لا يتغير
showy,مبهرج
kavya,كافيا
fatah,فتح
shingo,شينغو
yee-ha,يي ها
opinionated,عنيد
yeager,ييغر
self-respecting,احترام الذات
millet,الدخن
tinsel,بهرج
bohr,بور
preemptive,استباقي
aldrich,ألدريتش
elvin,إلفين
hora,ساعة
uninteresting,غير مثير للاهتمام
sixty-five,خمسة وستون
sure-,بالتأكيد-
audited,مدققة
prosciutto,بروسسيوتو
noonan,نونان
34th,الرابع والثلاثون
v.p.,نائب الرئيس.
concise,موجز
lisp,لثغة
kohler,كولر
combatants,المقاتلين
peon,الكادح
brainstorming,العصف الذهني
invigorating,تنشيط
airwolf,airwolf
mclean,ماكلين
thrush,مرض القلاع
barrie,باري
glib,عفويا
nymphs,الحوريات
alphas,ألفا
unrelenting,بلا هوادة
pita,بيتا
deciphered,فك شفرتها
advisement,نصيحة
poops,يتبرز
guk,غوك
abnormally,بشكل غير طبيعي
shaves,يحلق
cardiovascular,القلب والأوعية الدموية
cornea,القرنية
govt,الحكومة
shino,شينو
zito,زيتو
batten,سمن
mylene,ميلين
centaur,القنطور
astern,مؤخرة السفينة
accomplishing,إنجاز
d.o.d.,d.o.d.
mirko,ميركو
n0,ن0
progresses,يتقدم
chie,تشي
thunderous,مدو
hedda,هدا
bedouin,بدوي
closed-captioned,مغلقة
bereavement,الثكل
undersecretary,وكيل الوزارة
ema,ema
reals,ريال
yoyo,يويو
nastya,ناستيا
fob,فوب
bridle,اللجام
yes-,نعم-
venu,مكان
rashmi,راشمي
l.d.,د.
zippy,رشيق
sonu,com.sonu
jaden,جادين
maim,تشويه
burrell,بوريل
jeeps,سيارات جيب
loveliness,سحر
simi,سيمي
hooten,هوتن
villainous,خسيس
paise,سعر
yeller,صراخ
all-around,في كل مكان
spokes,المتحدث
toasty,دافء بشكل ممتع
rosina,روزينا
woman-,امرأة-
-yes,-نعم
hoff,هوف
nipper,القراص
mora,مورا
aaahhh,ااااه
cheep,رخص
exposition,معرض
yura,يورا
fabled,أسطوري
